"","content","rating","date"
"41","Most earlier seasons are probably between 6 and 8 with some 9's. later seasons were probably between 5 and 6.Season 20: 5 (1 viewing)
Season 21: 3
so many times it was difficult to get through an episode filled with unfunny jokes and lame new characters. this show is on probation (1 viewing)Season 22: 3
hard to get thru these episodes. barely laughed. started watching on my PC so i could watch on fast speed. watched all but the last episode. decided it wasn't even worth the 15 minutes it would take me to watch it. i quit. RIP south park. one of the funniest shows of all time (1 viewing)","7","19 August 2019"
"42","At first I thought, ""this show is completely crude and has no purpose."" Recently I started watching South Park again because of it's comedic interpretation of modern day culture. One of my favourite episodes was when the Internet broke down for the entire world, and how it crippled society.South Park is about four boys: Stan, Kyle, Eric and Kenny who started out in 3rd grade and then went to 4th grade. Stan and Kyle's friendship is based on creators Parker and Stone's friendship in real life. The setting is the town of South Park. Stan is the everyman of this group of boys and Kyle is more of a loner. Even though the characters are fictional, Stan reflects Parker and Kyle - Stone. Eric is the loud, racist, obnoxious one and Kenny who had poor origins is a little disturbed and wears his hood on his parka too tight.South Park has covered such issues as poverty, aids, adoption, greed, government, racism, Thanksgiving, Christmas, religion, war..you name it, South Park has covered it in a comedic yet thoughtful way. I was wrong, the show isn't completely crude and is worth watching. - Asif Zamir","10","3 December 2013"
"43","This show is so offensive, it's got some of the worst, most crude, churlish jokes in the history of adult comedies, and I LOVE IT. They make fun at everyone they can and it's absolutely amazing. This show makes all kinds people laugh, and mad. I love it so much and it has remained funny for the whole entire time it's aired, being one of the few shows that never fell victim to time. 10/10, would laugh at a joke while trying to say ""It's not funny"" again!","10","30 April 2021"
"44","The writing, the critiques of current events, its all great (for the most part). And the fact that they do it ALL in a week, amazing. The past few years of serialized seasons has been up and down, sure, but overall the show is fantastic.Quest for Ratings is a sneaky good jab at the tv process and crazy expectations for hit shows and to ""always be original ""","10","10 March 2021"
"45","You can literally be surrounded with your greatest fears but still laugh the second you think of the show. Although some jokes and episodes are too over the top cruel","9","3 September 2020"
"46","South Park is superb.  The series has run on Norwegian-tv for about 6 months now, and I have not missed a single episode. South Park is violent, rude and just plain cool. We follow 4 little 8-yearold boys: Kenny, Cartman, Stan and Kyle. Cartman is my favorite character because he is so godd&%) cool! Every episode screams high-class, although the animation stinks, but it adds to the cult-factor. Watch it godd%¤()&! 10/10",NA,"31 January 2000"
"47","Thankfully I bought the bluray of Seasons 1-5 on a dvd box set!. Totally worth $40 because this show is amazing! It's absolutely hilarious and entertaining with genius plots every episode. To most people it all seems like a typical dumb show like Family Guy and such but let me say this show is way more than just foul mouthed elementary school kids telling gross jokes. This show actually tackles real and very dark real life problems covered and hidden behind all the comedy that's emphasized. Political, religious debates are thrown in this show, as well as environmental issues and the way society is throughout the late 90s up to now. If you haven't seen this show...just watch it. And if you don't like it. Then you're still missing out.","10","8 September 2018"
"48","Four young boys - Cartman, Kyle, Stan and Kenny - live in the Colorado town of South Park. Their adventures are varied, numerous and often bizarre. Moreover, South Park is a microcosm of the world.Wonderfully funny, satirical, irreverent and subversive. Screamingly funny at times. No subject is too taboo or sacred (well, almost no subject...) for the searing wit of creators Trey Parker and Matt Stone. Covers many topical, and often controversial, subjects with no holds barred.Only problem is that, in taking aim at everything, Parker and Stone sometimes leave mixed messages. Hard to figure where they stand on something, sometimes. This issue is more prevalent in the later seasons.","9","16 October 2018"
"49","10* for S01-S18, 6* for S18-19, 4* for 20-24 & 1* for 25th !I absolutely love older South Park for its amazing humor ! Nowadays it' s just a stupid jokes about weed that were actually funny, but only the first 2 times, this show now after Season 17 is just not funny and actually kind a painful to watch. Such a sad downfall for once really great, edgy, dearing series !S25TH 1* STAR
Now it has lost it's former magic and charm, it's all about weed/tegridy, PC, Woke blah blah blah.... It feels like Matt and Trey just don' t care anymore it's just for paycheck or something !","10","20 October 2021"
"50","Who knew that Trey Parker and Matt Stone's silly and offensive experiment would one day blossom into the most biting and undeniably hilarious satire on television? For those with the stomach for the sometimes obscene nature of this show, the rewards are endless. This show has depicted such spot-on comic depictions of topical social issues that it's almost difficult to watch. Almost. This show is an essential part of a complete comedy diet and a perfect example of humor as a tool for change, a torch to make light of difficult subjects, bringing otherwise untouchable topics into focus. This show is brave, intelligent, and delightfully dark, and it cannot be praised enough. How the writers have kept it so funny for so long, how they've made it better and better with each year, is a marvel.","10","28 October 2019"
"51","While many of the TV haters think of south park of a inappropriate immature show that is all about how vulgar and explicit we can be or how gross and how many fart jokes we can make which in that case they mistaken this show with family guy. Instead of the funniest and best written adult animated TV. Which is all about how kids act naturally aka when there is no adults around and if you ever been to a public school now a days it is way to accurate. South park also usually has its own message at the end For example It hits the fan a episode many people thought was just how many times can we use the s word uncensored on TV, but were wrong when the whole message of that episode was why are certain words different and offend people when other words don't and a very good point why is OK for TV dramas to curse and say curse words when a animated show wants to everyone flips out shown in this episode which features the s word 182 times.","10","16 August 2014"
"52","I'm going to break with tradition here and pen a love letter. ""South Park"", which I absolutely worship, is the funniest show currently on TV, and right up there with the funniest things ever made for the big screen or the small screen. The key to all things funny is the writing, and the writing for ""South Park"" is incredible. Parker and Stone have also created a character, Cartman, who is right up there with all-time TV favorites such as Thurston Howell The Third (""Gilligan's Island""), Doctor Smith (""Lost in Space"") and George Costanza (""Seinfeld""). They've also created ""Jimmy"", one of the funniest, most three-dimensional screen retards ever, ""Timmy"", another hilarious retard, ""Mr. Garrison"", ""Mr. Hanky"", ""Mr. Hat"", ""Kenny"", the list is endless. You also have to bow to any show that features a character such as ""Towelie"", a truly pathetic piece of talking cloth. There are a few misses amongst the hits, but what would you expect? The guys are human. And they're permitted their indulgences since it is THEIR show, goddammit!!! For a movie and TV lover such as myself, the non-stop media referencing strikes a chord every time and Parker/Stone's ability to crank out shows that address totally current issues deserves massive respect. Favorite eps? Too many to list here, and who the f. cares, anyway. Let's just say that ""South Park"" is one of the most intelligent, perceptive, brilliant pieces of pop culture you are ever likely to see. And everything you need to know about life can be found within its humble frames. Respect the authorataaahhhh of this classic show!","10","19 November 2006"
"53","South Park is the best show on earth. So what if the show teases you if you're an Asian. It's supposed to be a joke. Can you take a joke? ""Def Comedy Jam"" tease us white people, and I don't get so upset about it. This show is very funny. Give it a chance. Kenny doesn't die all the time. He didn't get killed in the Christmas Special with Mr. Hankey. Maybe you didn't watch the show enough.",NA,"31 December 1998"
"54","What can I say about this show? Just the insane attention to detail, the genius layering of social satire. You can watch it a million times and it still wouldn't get old. Matt and Trey take a bow and thank you for working so hard to create one of the iconic shows of all time. Truly a gift from God.","10","3 August 2021"
"55","This is-by miles, leaps and bounds-the funniest show I have ever seen. This is coming from someone who watches the simpsons, family guy, drawn together, robot chicken, chappelle's show, and mind of mencia on a regular basis. How Matt Parker and Trey Stone come up with this stuff is amazing. The stuttering kid Jimmy is alone enough reason to watch this outstanding show, and I don't think I need to tell you about the infamous Cartman. Watch this show whenever it is on- it is arguably the funniest show on TV today. Now that chappelle's show is defunct (temporarily) South Park is king of all comedy central shows. Nine years and STILL going strong. I hope it keeps it up until 2009, which is when I've heard it will end. But hopefully, it won't end even then.10/10. Freakin hilarious.","10","27 January 2006"
"56","Without fail South Park continues to provide an intellectually insightful view into modern society. There may be many moments of disgust mixed in with humour but every episode I find myself learning something. How odd is it that you can say you learn't something from South Park. Some people may find what they portray offensive but it is all relatively truthful and soundly researched. I find myself thinking that everything they do is based on common sense and I appreciate that they believe in equality when it comes to calling out idiotic behaviour.If you don't give South Park a proper chance you will never understand the genius behind it or if you cannot get over your righteous beliefs to look at the world objectively then you will remain disgusted with the so-called decline in popular culture. Stop judging and allow it to be what it is...A show that calls it as it is.","9","23 February 2014"
"57","OK, so it's a bunch of badly animated cartoon characters most cursing, fighting, delivering toilet humor and offending just about everyone. Regardless, I like this show. If you don't get offended by everything and can just enjoy yourself every once in a while and take a joke, you could too. The humor is toilet humor (no pun intended about Mr. Hankey, who I don't think is funny), but it's very funny and makes fun of certain issues that really do need to be made fun of. I really find the stereotypes spread throughout this show too (fat kid, Jewish kid, British kid, black starving kid from Sally Struthers commercials, etc) because I think they're funny. This isn't my usual type of humor, though, and I do perfer good sketch, improv or standup comedy, but this is a very clever and fun show.",NA,"23 February 2000"
"58","In the beginning,I was not a big fan of South Park: I thought the cartoon had too many cursed words and I could not understand very much the critics that the cartoon is all about; I was 11 years old when South Park started to be exhibited, So I don't blame myself for that. But the years passed, and now I am 19 and since I am 16 I started to enjoy South Park very much. Even if you don't agree with some episodes, you cannot say that this TV series is not funny; It's totally political incorrect, but that is what makes it so great. I even bought a Kenny doll for myself!!Other interesting thing to notice is that the cartoons have a very bad quality, that also makes the Series be funnier, different from many other cartoon who would certainly be massive criticized.",NA,"26 December 2005"
"59","I can not count the amount of times I watched this series and watched it again and again. South park is shows that holds nothing back and gives you some of the most surprising and iconic moments in television. There is not a episode that you will not laugh until your stomach hurts. Everyone reading this needs to stop and go watch south park and the best thing is that it's free on there official website so what are you doing, go and watch this iconic staple of entertainment history.","10","11 October 2019"
"60","The fact south park has managed to stay on the air after all the grief they have gotten over the years shows how great it really is.Constantly keeping up to date, always being funny, reinventing the format, characters you care about (everyone has a favourite) and brilliant stories make this my joint favourite cartoon (tied with Futurama) of all time.The Simpsons really went off a cliff in the last 10 or so years, but I think south park has stayed strong pretty much every season, even my least favourite season has classic episodes in it.If you're reading reviews to see if you should start watching; you really should. Stick with it as it starts to hit it's stride and look better after a couple of seasons.And if you haven't seen the film, that is a must see!","10","23 December 2021"
"61","Great fun and hilarious until season 21. Once they started dedicating entire seasons to one topic or plot it kind of started to go downhill to me. Gonna give season 25 a chance.","1","10 February 2022"
"62","Shows become a convoluted mess that relies on it's own weak lore and tired old tropes and (mostly) recycled theme's with a fraction of the substance of the first 5 seasons.I used to love South Park so much. It's no good any mroe. Rightfully, they should have ended the show with their split from Isaac Hayes, and especially when Matt stone and Trey Parker stopped writing together.They've proven that they can both do great things and be successful outside of this show, but my only theory as to why it's still on is that it makes too much damn money and C.C vmade them too good of a deal to offer to stop producing it, there's no love in it anymore and if anything, I feel like I'm being Audience Abused when I watch it nowadays.","3","19 March 2021"
"63","A cartoon like offend everybody but who cares because it's just a cartoon! The jokes the comedy everything about it's like WTF so funny!","10","17 March 2020"
"64","""South Park "" is one of the best cartoons ever made . I know that for many people find it vulgar and offensive ,but if you dare to look closer there are many solid points in many chapters . And not only that ,many of the jokes are hilarious and clever and not all the show it's about cursing all the time . Certainly isn't a show for children ,but it have very much to offer . The use of the absurdity and the grotesque as satire works very well , daring to be shocking and effective . The animation it's very simple ,but the characters are very expressive and occasionally there are other references to other styles of animation . ""South Park "" have many funny and memorable moments , and even those jokes that were shocking still made me laugh a lot . I wouldn't recommend this show to the people who is easily offended ,but to all who want a hilarious and original show .","10","8 February 2007"
"65","South Park is the best. I love everything about it. The hilarious characters, the good animation, the excellent humor, and anything else about it that I haven't mentioned. Hence my name, you can tell I am a big fan of this show. I love all the episodes, especially the Imaginationland trilogy, made into a made for TV movie basically. The show is without a doubt one of my favorites, and I really don't care who knows it or not. South Park is great. The only episodes I really hated were ""Stanley's Cup"" and ""Major Boobage"", but the rest of the series is pure gold.10/10","10","26 March 2009"
"66","Though the earlier shows were very good and entertaining, their more recent shows tend to be repetitive. The last tended to pertain mostly to pot culture, which was disappointing. However, they
seem to recapture some of their initial magic in the quarantine specials. I hope that in future Seasons they will continue this pattern. Though I understand that they are trying to reach new audience members, the show still needs to continue to grow with its current audience.","7","11 September 2021"
"67","If I had to choose only one TV show to watch - it would be South Park. So far they haven't gone to the politically correct side and continue to make fun of fat people, ugly people, gays, transgenders, blacks, redheads, disabled people, deformed, poor people, immigrants, foreigners, midgets, religion, politics, you name it. And it is so refreshing!! I lay awake at night worrying that it will become PC. Some of the episodes are confusing and not so funny but for me it continues to be that rare beacon in a dark dark lackluster PC-riddled entertainment storm. And FYI - I'm a baby boomer - not a teenager.","10","7 November 2017"
"68","In the age where many once great TV shows are being toned down so as not to 'offend anyone' (see Family Guy about gay jokes, or removing characters or episodes from The Simpsons), this show doesn't do that. In fact, to this day, it satirically (yet accurately) portrays the events and issues of our times, and I can't thank the creators enough for sticking to their origins and not letting go!South Park seems stupid and childish at first glance with its fart (and other types) jokes, but beyond all that is really solid commentary about politics or people's stereotypical behaviour. And that, to me, is the hidden genius of South Park. It makes crude and simple jokes, ones you would probably never laugh at, actually funny.The animations throughout the show are simple, and might seem amateurish at first, however, despite the simplicity of design, it is actually very well thought out with a visual language of its own that stands out from the rest. The only thing I dislike is 'breaking the fourth wall' with its real-life objects scattered here and there. I mean, it makes the show kind of funnier in a silly way, but I don't like it when people put real-life stuff into animation.Lastly, I find it remarkable how well this show has stood the test of time, I mean, new episodes are still very funny (like actually funny and well thought out), which just gets me to wonder - how do they keep coming up with new ideas? Arguably, this might be because of the lower episode count in newer seasons, but I still find that amazing.Parker and Stone, please keep up the great work and the legacy you have already set with your creation.","10","17 May 2020"
"69","This series deserves nothing less than a perfect 10! Many episodes have an amazing storyline. Makes me laugh everytime after a busy day. It's funny, gross, very very well made! Hats-off to the creators!","10","17 July 2021"
"70","No-one should make the critical error of underestimating Trey Parker. It takes a very intelligent and rational person to create such a clever, balanced mix of sharp satire and plain ol' buffoonery.SP is a blessing. The main reason for this is that viewers like me finally got a comedy show that is politically INcorrect in the purest sense of the term. There are other TV shows and programs that CLAIM to be un-PC (like the ironically titled ""Politically Incorrect"" with its liberal, left-wing, politically correct, ridiculously biased and nearly retarded host Bill Maher), but SP is one the truly rare ones with its heart in the right place (alongside ""Penn & Teller"", and perhaps ""The Howard Stern Show"").Stone and Parker may appear as a couple of lunatics at first (in the best possible sense), but they are cynics/skeptics of the finest sort, hence anyone who perceives SP as just a dumb cartoon with round-faced kids who say ""f***"" all the time must be either a Left-wing extremist, a Right-wing moron, or someone who has never seen more than one episode. Sure it's sometimes just silly nonsense, but more often than not the show targets specific political or social themes in such a wonderful, straight-forward, and clear-headed manner that I sometimes wonder how they get away with it. How do they get away with all those racial themes (black stereotypes, SARS-infected Chinese getting smeared on carpets, Indians who sing like Indians etc.)? How do they get away with Affleck getting oral sex from J-Lo (i.e. Cartman's hand) or Cartman wrestling with a preachy dwarf? How do they get away with a thousand other things I thought were hilarious? Probably the high ratings; it might be that simple. SP wasn't nearly as wild, consistent, and well-written in its early seasons as it had become from approximately season 4 onwards. The momentum has grown, the world-wide popularity giving them the freedom to go really nuts and molest any celebrity and expose any hypocrisy they deem worthy of the show's very high standards. Anybody and anything is fair game, it seems. True, sometimes they go too far: as is the case with Steve Irwin's death, Dawkins having cartoon-sex with the sex-changed teacher, or Cartman having Butters' penis in his mouth (as a prank), but on the other hand WHERE can you find Gandhi and Princess Diana as inhabitants of Hell! One of the things that are most enjoyable about SP is that they nearly always make fun of celebrities that are the most despicable, exposing them for the morons and a**holes that they are. (That episode ending with lice inhabiting Anjelina Jolie's genitals is PRICELESS!) Parker's creation is politically pretty much neutral, making it one of extremely few shows/movies that deal with political and social issues without taking the side of one political flank. Hence it isn't mere propaganda, as ""The Simpsons"" or any George Clooney or Michael Moore movie, but offers a fair assessment of both sides to any issue. Parker had the balls to be the only one in show-biz not to present Bush as a moron or a criminal at the height of the anti-Bush bashing craze.SP is the show ""The Simpsons"" could have been, were it not controlled by its ex-hippie, Marxist producers: ""The Simpsons"" had Lisa to preach its liberal <U+0096> i.e. politically correct - messages, and in the most unfunny and annoying New-Age manner. Homer and Bart are great, but that show was good only for a couple of seasons after which it degenerated. SP, on the other hand, continually improves with time. It is baffling that some people think the show has lost its edge after season 7 or 8. If anything, the opposite is true; seasons 9, 10, and 11 are just as good as 5-8, if not better. The stories are getting more absurd, funnier, the writing is tighter, while Eric Cartman is being established as a cultural ""icon"" of the best/worst kind (depending on whether he is exterminating hippies or playing a neo-Nazi).",NA,"12 January 2007"
"71","South Park, on the surface, look like a immature cartoon that just try to do offensive joke just for the sake of it, and yes, this is sometime the case. But that being said, when you dive into the series, you realise how South Park is just a satirical version of our society and his social flaws.Its also worth pointing that this is a rare case for me of a TV series that just get better season after season. Every season are great, and they are still a the top of their game, 24 years later. Maybe its because the world is getting more and more divisive and silly, and its giving plenty of material for Trey and Matt for the show.","9","16 April 2021"
"72","I've been watching this since the beginning, and I swear the social satire is getting even better. I hope this show runs for many more years, as long as it stays at this level.","9","22 October 2019"
"73","I absolutely love older South Park for its amazing humor and a really cool idea of four 10 year olds cussing and throwing around slurs. It was funny to watch them do normal kid activities (like playing detectives or going to a amusement park) while talking like actual adults. Nowadays it's not about Kyle, Stan, Cartman and Kenny. Instead, Matt and Trey decided to take a background character and make him the star of this show. With stupid jokes about weed that were actually funny, but only the first 2 times, this show is just not funny and actually kinda painful to watch. Such a sad downfall of once great series.","7","5 May 2021"
"74","I like some episodes of this show. South Park in recent years has been more about the town and it's other characters; not always just focused on the four young boys. Garrison seems to no-longer have in drama with his sexuality, gender or any drama for that matter; Liane id not really a sex manic at the moment. But certain things haven't changed; Cartman is a bigot that makes him the character who is he. Butter is always confused or curious. Stan is always righteous, Kenny seems to be Princess Kenny/Mytserion or whomever he wants to be, Kyle is still a Jew. So this show may go onto it's 20th season. Well let the twisted humor live on!","10","23 June 2014"
"75","Now, unlike most people, I give anything of entertainment value, be it a performance, a movie, or a TV show a chance. whether it was raved  or hated by a wide range of people is irrelevant. If it strikes me as a curiosity, I might be tempted to check it out.So, I watched an episode which was said to be the ""best"" one. I don't remember the name of it, but two of the characters were on trial and they were continuing to bother the judge with flatulence (or flatulence sounds). This went on forever. And what was said to be a hilarious TV show (at least according to a nerd I knew at work) turned out to be one of the most annoyingly inane experiences I ever had in my life. I couldn't even get through the first 15 minutes. And there's no way I'm going to give it another chance by watching another segment. If this is as good as it gets, I made up my mind. I have civil rights, and as a citizen, should not have them violated by brain frying torture. This doesn't even count as entertainment; it's the worst form of punishment any human being could get.I could only think of a few other experiences in my life that rank as bad as the show: Finding out a Republican was going to win prior to the ""I'm right and you're wrong"" Reagan years; Seeing my pet lizard (which I loved) dead from starvation because my neighbor refused to feed it when I was on vacation; and then, watching any movie affiliated with the names ""Sandler"" and ""Shore."" Alas, ""South Park"" will now have a place on this list.",NA,"30 June 1999"
"76","When I was growing in the late 1990s, I had heard from my classmates about a new cartoon show that was so vulgar, irreverent and hilarious, that it seemed impossible for me to ever watch it - given my sheltered upbringing. By chance, late one night, I had the opportunity to view animated, adult-themed-comedy heaven; its name was ""South Park.""I was 12 in 1997 when ""South Park"" debuted - and was created by Trey Parker and Matt Stone - and caused an uproar with parental watchdog groups who contended that the show contributed to the downfall of American society in the cynical, politically-correct 1990s. Most importantly, however, they also argued that ""South Park"" was responsible for corrupting American youth.I especially like the second part, simply because I have such a hard time arguing that it's not true. ""South Park,"" as an adult-themed animated comedy series, was the cartoon show that I was waiting for at that time - a cartoon series that pulled no punches for the sake of political-correctness. And it was just so gosh-darn hilarious and profane; there was no way you could turn away from the comical mis-adventures of foul-mouthed South Park Elementary School third-graders Stan, Kyle, Cartman, and Kenny.And on top of all that, ""South Park"" also found the time to satirize aspects of American pop culture and relevant social issues - including racism, censorship and free speech, homosexuality, abortion, war, religion, gun control, etc. - yet not take a single side in any argument; Parker and Stone gleefully tout themselves as ""equal-opportunity offenders.""While I can say that I haven't watched this show in a long while (I guess you could say that I aged out of it once I hit high school), I still remember the uproar that it caused. It's really just too bad that shows like ""Family Guy"" and ""American Dad"" usurped its position as too-vulgar cartoon television. But ""South Park"" still paved the way for raucous, offensive animated comedy. And for that, it will never grow old.10/10","10","30 August 2015"
"77","South Park is the best show ever very funny one of my favorite show's.","10","16 August 2021"
"78","You really gotta evaluate the times you live in when even South Park, the only remaining voice of reason of today's TV (let's call it that) caves under political correctness and starts pandering to women (not all, just the hateful and insecure ones who need to be patted on the back and called ""smart and funny"" every 5 minutes).I've gotten used to the fact that my ""male privilege"" is to be the only one who's allowed to be bullied, called anything, hit, having to work hard for everything I have, and see men portrayed badly in all TV shows and advertisements while those same pander to women, and being quiet about it. But when the last little shred of ""equality"" goes down, you know it's over, and society is at an all-time low. Men are cucked and take anything, women are insecure and always need the media to put men down while glorifying obnoxious behavior;2016 was a horrendous display of where humanity is at. The media kept lying about the 2016 election, and inexplicably - South Park went with it. Who needs facts when you can make some up, right? No one fact-checks anything, it's on the internet or your favorite TV channel, so it must be 100% true!South Park tried to have a continuous storyline for once, which was one of many things that went wrong, because the whole plot was flat out ridiculous. Even bottom-tier shows like Family Guy made me chuckle more this year.One thing's for sure, I'm not buying the new South Park game nor will I keep supporting what went rock bottom in pandering flames this year after 19 years of me praising and advertising it. You think you know a show. Family Guy started good and turned into a liberal PC mess, but I'd never wager South Park would go the same way. It was really sudden too. Gotta admire the laughs this show gave us in the past because that's it, it's over, and it clearly won't be cancelled with dignity, I can only imagine what goes on next year will be even worse and in compliance with the hateful, insecure nature of SJW culture.","1","8 December 2016"
"79","South Park is a very overrated show, some people hate it and find it too offensive. I find it funny and creative, with lots of clever satire discussing pop culture and current events. South Park episodes get produced in only one week which means they can keep with current events as of 2021. This show is absolutely brilliant, very crass and crude but smart. Definitely not for the easily offended with all the foul language, strong sexual content, graphic violence, and racial slurs. But if you enjoy controversial jokes and adult animation, then I highly recommend this show. Give it a chance, you won't regret it.10 STARS.","10","27 April 2021"
"80","It's only during the last couple seasons where you see Trey and Matt slipping up with all the Trump . It's obvious he doesn't quite know what to do with it. The newest episodes were helping redeem that though. The Strong Woman episode is what i needed! I look forward to the next ones SO MUCH! Thanks guys!","9","27 November 2019"
"81","In a world of political cartooning that has become sub-Dilbert, and spoof movies that don't ever spoof anything unless it's not their intended targets; 'South Park' is, quite simply; a revelation.Sure, when it started out it really WASN'T much better than what it's detractor's accused it of being, but the fact that said detractors had never bothered to watch the show at all makes their opinion on those seasons null and void, anyway. And the fact that they based all of their subsequent reviews on those earliest seasons without watching the newer seasons says a lot about the intelligence of this show's detractors.As for SP itself, it's a truly hilarious mix of random surreal humor and good 'ol fashioned satire; with metaphors which range from the subtle to the ridiculously outrageous; think ""Peanuts"" by way of Ken Russel(with several tablespoons of Monty Python and a seasoning of Swift)and you have a pretty good idea of what you are in for. What's really amazing is how, since the idiotic things that happen on the show are almost a way of life(despite being called a ""quiet mountain town"" in the film; also excellent)the character's(intentionally)cliché reaction's have almost the same impact they would if the show was played straight. The fact that the character's have evolved but still retained their established personalities while dropping tired catch phrases and mannerisms is a mark of good writing.Don't listen to the addle-brain's who trash the show(one side'll say that the show is Republican propaganda, the other will say it's liberal propaganda, one side'll say the show has no political content whatsoever.), make up your own opinion; it's definitely worth forming one over.~","10","5 March 2009"
"82","South park is a very good show,there's weird and random and hilarious episodes,it mocks celebrity's in almost every episode (most likely every episode,the show revolds around four boys growing up in south park Colorado,the four boys are Eric Cartman,a Jew-hating fat boy who is simply hilarious,there's Stan,who is pretty much an everyday boy who tries to be a normal kid but cant keep up to his friends,there's Kyle,a Jewish kid who hates Cartman and his best friend is Stan,and there's Kenny,a kid who always has his hood up and always talks with his mouth underneath his hood and the kids all understand him,he also dies all the time and then is back again in the next episode (happens usually),south park is a great show with funny jokes and funny character.","10","24 April 2010"
"83","If simpsons was considered ""dirty"" at its time then southpark takes it and cranks it to 11. The shows got a great satirical humour thats not afraid to attack controversial subjects. From if Tom Cruise is gay all the way to red heads(gingers) dont have souls this shows got it all. And unlike alot of shows that get stail as it goes on southpark surprisingly gets better","10","20 September 2020"
"84","This show was a major part of my childhood. The earlier episodes were so funny and there are so many quotable lines. I still watch the newer episodes when I get the chance, but usually they're not that funny. It's like a different show now, but with the same characters. These new seasons just pick a joke and keep repeating it throughout. It's all political now.In a show that's been on so long, this is bound to happen. My rating of 7/10 is for seasons 1-8, cause those are the ones I grew up on and the ones that I still find funny. Everything after that would be a lower rating because I feel it declined in quality, but I still think it has its funny moments. South Park will still go down as the best cartoon ever","7","28 July 2019"
"85","I know it's supposed to be good, giving biting sarcasm of real people and events, but the later seasons just trotted out one celebrity after another and they were boring, boring, boring. Time to end this nonsense.","1","26 March 2021"
"86","Great season so far. The nails were hammered in all the right places and the b.utt of most jokes (we all know who they are haha) will get angry and rage, well, the ones who get they are being mocked, at least. I reckon lots of them will miss it by a mile.I have read reviews here from people hilariously blind, who wouldn't see the joke and satire if it came riding on a gold flying elephant two feet away. Of course those people won't like the show. Their loss.Can't wait for the next season! (Yes, I bought the ""season finale"" antics lol).","9","20 November 2019"
"87","This show is ambitious, bold, and unique. It gets away with everything, and it consistently makes my jaw drop. Excellent show.","9","1 May 2020"
"88","The OLD South Park was great. It had laughs a minute, and it followed the exploits of 4 very naughty boys... but since 2018, the show has gotten lost in the weeds, and it hasn't been funny ever since. Even the latest 2019 episodes are thoroughly un-funny. The pre-2018 South Park I'll give a 9/10 rating, but anything since 2018 gets a 4/10 and that's being generous, since it's supposed to be a comedy series yet these latest episodes simply aren't funny.","7","28 November 2019"
"89","Each episode before season 20 is a masterpiece and season 1 just blows my mind on the writting ability. Sad that this show is labeled as a toilet trash show but it's so much more than that, it's like saying the godfather was just a shoot em up killer movie. Sure the newer seasons aren't what they used to be but at the begging South Park was unmatched","9","25 February 2020"
"90","Season 1: Although it's animated, it's hilariously crude and controversial. Although it's targeted for adults, it still carries sweet childlike morals. And although it's fairly basic, it's nearly damn perfect! South Park is the popular inappropriate series best for mature teens, due to content such as profanity, sexual references and even animated violence, but each episode is an entertaining ""fresh start"" to the previous episode. South Park could literally blow up the world, and in the next episode, nothing happened. The frequent humour will likely offend some, but it's basically just a spoof of real life and animations.If you liked this review, check out the full review and other reviews at aussieboyreviews.","8","23 February 2022"
"91","This show is pure comedy gold. Everyone takes one look at it and sees the silly animation and the foul mouth young kids and automatically assume its the dumbest show ever but on the contrary it is one of the smartest comedies on T.V. Trey Parker and Matt Stone are clearly very smart and very talented writers using hilarious satire in their episodes to laugh at the world.This show is about 4 foul mouth young boys who live in a small town in Colorado called South Park. They are always the source of crazy things happening and they always get into wacky and hilarious adventures.This show is one of the best comedies on T.V and one of the best shows on T.V period. It has been a bit of a disappointment lately though however because I think their earlier episodes were much funnier but I don't think thats because the guys have no ideas any more I think they are just getting old and lazy after 15 years of this show.","8","16 November 2012"
"92","Although crude, abrasive and rough around the edges, Southpark is perhaps the greatest modern day political cartoon being made. I am continually surprised by how the creators write, create and air an episode within a few months of the event the are ""discussing"".The reason this show keeps me engaged is its ability to remain non-biased and illustrate the ridiculousness of the hype around the subject matter in the episodes. From smoking to racism to Scientology to Britany Spears, Trey Parker and Matt Stone find a way to get me to question subjects that I normally take at face value. At times they even make fun of themselves for the sake of proving a point. It seems that every time I get into a discussion about current events I can site and episode of Southpark to support my (or someones) point.I ask that no matter how terrible you think the show is, watch it and look past some of the obscene jokes and interpret/understand the underlying meaning in the show. I am surprised English teachers aren't more supportive of the show given the symbolic nature of most of their characters.","10","22 July 2008"
"93","The show has had some dips in it but it always bounces back. It is always entertaining.","10","23 January 2021"
"94","I've only seen 3 episodes of this and not once did I laugh. First of all the so called ""mature"" content and subject matter is ironically juvenile, in fact juvenile is a completely relevant term for this. Toilet humor, gratuitous violence with (fake) blood and gore, exploitative sex, and excessive heavy swearing, I see no humor in that. The artwork resembles that of a 1st grader's art project and even the voice acting is juvenile, from the four main kids to the celebrity cameos. Some have said that there is some good stuff in this show, but that's like trying to find gold in a pile of rotting fish. Don't get me wrong, I do occasionally like irreverent humor such as SNL, Harold and Kumar (juvenile but not to the total extreme), Daily show to name a few. It's just that I don't approve of comedy that's totally exploitative and random for no apparent reason other than try (unsuccessfully) to make someone both laugh and think.","1","3 September 2015"
"95","first off , Matt Stone and Trey Parker are geniuses . This show isn't afraid to go where other cartoons have ever gone before , and second all you people need to stop bagging on this show because the show is a F***ing masterpiece. I applaud Matt Stone and Trey Parker for having a set of balls","10","21 October 2003"
