"","content","rating","date"
"204","Its like hearing an extended fart while doing what most humans do. Which could be a full life of strolling the streets of new york staring at buildings.","1","17 July 2020"
"205","Family Guy I have to say is one of those shows that keeps you coming back for more. This is a very funny show filled with ridiculous but realistic plot lines funny voice acting and great animation. of course I can't review this show without talking about the infamous cut aways. The cut aways are basically the running gag in the show where they get off topic and show you some tihng very funny. My favorite episode has to be "" The Man With Two Brians"" where the family gets a new dog to compete with Brian. Definitely check this show out If you do not want to have a rational man.Rated TV-14 DLSV For Suggestive Dialouge, Language, Sexual Content And Violence.30min.Numerous uses of the F-word.****/****",NA,"3 November 2011"
"206","I can see Seth whateverhisnameis pitching this show to Fox.Seth: I have an idea about an animated average family that get into a lot of wacky adventures.Fox: Like the Simpsons? Seth: No. The Dad of this family will be a sports loving beer drinking loud mouth moron who's stupidity gets him into all kinds of trouble.Fox: Like Homer Simpson? Seth: No. This guy will have hair and wear glasses and have a different name. The Mom will be long-suffering and have a weird voice.Fox: Like Marge Simpson? Seth: No. Her voice will be whiny and annoying and unpleasant to hear. There will be three kids one of them a baby.Fox: Like the Simpson kids? Seth: No. The oldest one, a boy like Bart Simpson, won't get into trouble he'll just be annoyingly stupid with an annoying voice to match. The middle one, a girl like Lisa Simpson, will be boring as hell, but the baby for some unexplainable reason will be super smart and always getting into trouble. Like Bart and Lisa but it will be one person. And people will be able to understand him which won't make any sense since he's just a baby. See they'll be different than the Simpson's kids. Also I'll threw a talking dog into the mix who is smarter than the rest of the family but oddly still hangs around them. See that'll really make it different than the Simpsons? Fox: Good Lord, we can rip off an already popular show and sell double the advertising space and DVD's. Brilliant. You're copying the Simpsons but with just enough changes to fool the sheep.Seth: Well, thank you. I've already got enough third-grade potty humour and sexual innuendo lined up for a couple of season's worth of scripts. That way people will say it's ""fresh, cutting edge and outside the box,"" plus we can watch the first couple of seasons of the Simpsons and change the wording to a lot of their jokes, people won't remember that far back. Of course we won't be able to get any real name brand stars for guest appearances because they always go on the Simpsons or King of the Hill. So to save on the budget we'll have the same couple of people imitate stars, they won't even have to change their voices.Fox: Brilliant, we have a deal. Now we just need a ""King of the Hill"" rip-off and life would be grand.",NA,"20 July 2005"
"207","Well where do I begin. The thing about Family Guy is, it's extremely derivative, to the point, it just looses the whole point. Family Guy is like a broken down car being toed by a tow truck,If it wasn't for the tow truck the car would have got nowhere and the same story with Family Guy, If it weren't for the Simpsons Family Guy wouldn't exist and don't worry I'm not going to write a 1000 word essay on how Family Guy copies the Simpsons because it's fairly obvious. It's not only the fact that Family Guy creates something that has been already made that makes me really dislike Family Guy there's also the voices. The jokes aren't even funny and they always try to make a gag by being racist, sexist or by mentioning things some 13 year-old would find funny.Considering it's a copy of The Simpsons and isn't as good as The Simpsons, in my opinion is a complete waste of time. So that is why I give Family Guy 1/10.","1","30 November 2014"
"208","What world do we live in when you can make mice women strip so they don't have to pay the rent? What world do we live in where you can sell your daughter to a nerd? What world do we live in where we can laugh so hard at these repulsive jokes that our lungs collapse and we no longer need oxygen but Family Guy in it's place? A Damn good one!This is the funniest show on TV. I was originally reluctant to watch it because I am a big Simpson fan. This is if the Simpsons was on crack for the half-hour and the some. I love this show, even though I am offended b y this. This is one of my favorite shows up there with Robot Chiken and Scrubs (and don't forget That 70's Show).Recomendations: Robot Chiken 10/10American Dad 3/10","8","12 June 2006"
"209","This is one of those shows where I wonder why it's still on. Honestly, I was a fan of the show back in the day. Of course, that was back in my high school days, maybe Jr. high, but now, it just feels like they shouldn't bother. There's going to be a lot of comparisons, .I'll start off easy with the least offensive part of the review, while the animation is cleaned up compared to older seasons, I feel that the older seasons had better animation. It's not that the studio isn't capable of doing better animation, they had some times where they had great animation on a segment or two, but today's Family Guy just has some stiff animation, in what's essentially only a few frames of movement per minute. I can chalk this up to a more ""efficient"" way of animating, but I think I would prefer the pen and paper approach, as the characters actually seem more alive.Now, I'll talk about the episodes themselves. See, back in the day, the Griffins actually felt like they were a family, and they were likable while having good stories and decent jokes to boot. In fact, if I was gonna give a story-stupid joke ratio, I would say it would be a 80- 20, mostly because when they did the stupid jokes, they were actually sort of funny and didn't go as far as to joke about celebrities. Today's Family Guy,the characters are just so unlikable, to the point where they can actually make you mad. Stewie going from evil baby genius to gay baby, Peter going from a dumb but caring father to a retard that only cares about himself, and Meg, who was just a teenage girl that wasn't the most popular, being turned into a punching bag. Those are only just a few examples, but I can't name any character that is even remotely likable. It doesn't help that the story-stupid joke ratio is now switched around, almost to where you forget what the episode is about, and the jokes that are on there are just random flashbacks or cutaways that make no sense to even have. It just feels like Seth is just running out of ideas, and it shows.My biggest problem with the show is that it just tries so hard to be offensive, but instead of doing so, it's just wasting their own time. If I want to watch a show of offensive jokes, I'd watch Robot Chicken. Jokes about terminal illnesses? Check! Random acts of violence, some that could even kill characters? Check! There are even celebrity jokes that are, instead of just being silly, are just mean spirited, and I don't even like most celebrities. Then we a brief moment of time where Brian is dead for like two episodes, I guess to bring more attention to the show despite it just being desperate, and an episode where there was an abusive relationship, despite the fact that the characters cause domestic violence all the time which should've made the show not qualified for talking about such a serious topic.If there is one word I can really call this show now, it's ""desperate."" That's the only reason why it sucks now. It's just so desperate. Even South Park, a show that has almost if not the exact same amount of time on air as Family Guy, isn't as desperate as this show. In fact, at least South Park can keep a consistent story and still have some funny jokes, and it seems to be doing well these years by gaining a good game for the franchise, while getting a sequel to said game. The show is still relevant while Family Guy isn't. Fox somehow thinks differently and still keeps this show on air. Family Guy had a good run, but it's clear that they are just running out of ideas. I usually don't wish a show to be cancelled, but in this case, Fox needs to get rid of it and find the next big thing.","1","20 July 2016"
"210","Hello Everybody GravityLoudHouseLover2 here and today I'm Doing a review on Family Guy. I did do a review on it over a year ago but my opinion has changed on it. I do Love Family Guy but lately the show has been Garbage. Family Guy has been Crap ever since season 4 when the show came back. I Mean it started out Great with Seasons 1-3 being Great and Seasons 4-15 being sometimes good but mostly Garbage. The Characters also have changed Peter went from a dim-witted but lovable dad to Unlikeable Douchebag who treat his family(Mostly Meg) like Crap as well as other Characters. Family Guy Has a Lot of horrible & rotten episodes Like ""Fresh Heir"" where Peter marries his son to get on Carter's good side & ""Herpe the Love Sore"" where Brain gives Stewie Herpes for no reason. I originally rated Family Guy a 10 but the show has gotten so Bad I now rate it a 7/10","7","21 April 2017"
"211","I'll admit, Family Guy has it's moments... Of complete retarded incoherent slapstick bullsh*t humor. Everything about this show sucks, when has any of this cast succeeded elsewhere? Seth Green? Seth MacFarlane? Give me a f*cking break, these guys should be put to death. I can't stand watching this crap and so many people find it entertaining. I've given this show more chances than it deserves and all it does is mildly entertain me, and by mildly I mean makes me angry for how these talentless f*cks should be taken off the air. This show displays no thought, just cheap laughs. Family Guy and Carlos Mencia and those retards that make the Scary Movies should conglomerate and make a suicide cult for all you stupid f*cks that enjoy this type of mindless humor.","1","14 April 2009"
"212","Absolutely nothing is sacred for a laugh in this animated satire of hopelessly inept oaf Peter Griffin, his dysfunctional family and wacky neighbors in the city of Quahog, Rhode Island. The set-up of characters (and societal criticism) ostensibly resembles ""The Simpsons"", but it's more than a rip-off since it goes to such lengths that almost only ""South Park"" does to succeed in trying its audience's limits.Creator and incredibly voice-talented McFarlane brings us everything from the raw & crude bad-taste menu: feces- & flatulence-gags, sex- & drug romps, senselessly brutal violence, xenophobic & sexist connotations... but also tons of pop-cultural and historical references (like a great Gary Larson cartoon!) songs, puns, drawn-out jokes and sudden weird, inexplicable appearances (such as the indestructible fighting chicken and the piano playing 1920s entertainers!) all mixed together in a hurricane-paced, surreal blender. A family show with an epilogue moral message to end every episode? Forget it!Favorite characters: Brian the intellectual/alcoholic Dog, Stewie the genius/megalomaniac Baby, psychotic Mayor Adam West (voiced by the same!), sex-maniac neighbor Quagmire and Herbert the senior citizen pederast! Also, that Broadway show-style title song is classic by now, and SO catchy! The only thing that does tire me, is the constant bullying of the daughter, Meg. If she was a non-likable character, I would understand, but she isn't... stop! So yes, it's outrageous, offensive, tasteless... and ""totally freakin' sweet""! A show that makes me laugh so hard and gasp with such disgust is easily one of the best animated series out there. Note: based on seasons 1-5! 8 out of 10 from Ozjeppe","8","22 September 2009"
"213","Family Guy is extremely entertaining. The characters are memorable and the situations they get into make it a lot more enjoyable. The Simpsons, while it is a good show, never takes any risks with their sexual humor. It's always family friendly and I can respect. Family Guy, on the other hand, isn't afraid to make crude sex jokes or use harsher language. Those cutaway jokes may be random but the punchlines are either hilarious and/or accurate.Seth MacFarlane takes that format and structure of the Simpsons (a middle class dysfunctional family living in suburbia with a dimwitted father/husband) then tweaks it around in his own unique way. For the most part, it works to his advantage. Every episode, there's an issue that must dealt with or resolved around the 15-20 minute mark. This is executed well and the characters always learn something when it's all over.Sometimes the gags with Meg are vicious and mean-spirited, but that's one problem I have it with. Other than that one note joke, everything else is wonderful. MacFarlane does a superb job at creating satire in his humor and wit. Binge watch on Netflix and you'll see what makes it such a successful adult animation comedy!","9","15 March 2015"
"214","""Family Guy"" is the illegitimate love child of ""The Simpsons."" It's structured upon similar roots but is far more crass, crude and raunchy. Whereas ""Simpsons"" has universal appeal and can be seen as family entertainment, ""Family Guy"" is very American in nature (I never saw it aired on public TV once in Europe) and for adults. As such it's spawned a huge cult following.There seems to be some waging war between ""Simpsons"" fans and ""Family Guy"" fans. No one can seem to agree to like both shows. Personally, I far prefer ""Simpsons,"" but will admit ""Family Guy"" has its good traits. For one, it can be very funny. Secondly, it's daring -- which is always good.The flipside of this is that it's really just a bunch of crude gags without any of the political commentary that ""The Simpsons"" has. It's not as frequently funny as ""Simpsons"" and the laughs don't hit as hard. The characters aren't as catchy and some of them seem recycled from various other programs on TV.My biggest beef is that the show isn't nearly as clever as ""Simpsons"" in the way it balances comedy, satire, politics, emotional conflict and so on and so forth. It's more or less scattered gags in a plot less world - whereas ""Simpsons"" has a strong focus and always introduces surprisingly strong story lines. (Well, through the first ten years or so, anyway.) Overall this isn't the horrible show ""Simpsons"" fans will have you believe but it does lack the stronger elements that ""Simpsons"" boasts continuously. If you're just looking for some funny sight gags and so forth, ""Family Guy"" is worth watching -- just don't expect the Next Best Thing.","1","21 August 2005"
"215","Family Guy used to provide intelligent satire and comedy, but now it's all irrelevant cutaways and fart jokes. Literally every episode after about Season 7 or 8 is mostly cutaways that have nothing to do with the plot of the episode, and often aren't even funny for that reasonAnd about some of the characters, some of them have changed, not all of them for the better. For example, Brian used to keep his mouth shut in the early, early episodes and usually only provide intelligent comebacks to things people said to kinda balance smartness with stupidity (usually Peter), but now he shoves his views and beliefs down everyone's throats and tries to control everyone's livesIt's the same with Chris. I've always liked Chris's character because he's pretty funny, but he just doesn't make any sense, and I'm talking about the way his character is developed now. Most of the time he's dumb as a whole box of rocks, but sometimes he provides people with complicated, intelligent information and facts when they need it? That doesn't make much senseFamily Guy used to be hilarious, but I hate what it's turning into. Fart jokes and irrelevant cutaways. But I guess great TV shows just have to die sometime. Family Guy had its time, but it can't live forever","7","22 September 2015"
"216","...for cancelling easily the funniest cartoon of all time.I watched ever single episode of Family Guy, hard as it was, and it was easily the best cartoon ever produced.But thanks to Fox and their programming brilliance (No cartoons, let's make MORE annoying shows about kids that sing!  Genius!) it has to survive on Adult Swim's ever-growing fan base.  Really, how hard is it to see that Family Guy would've killed at the 8:30pm Sunday night slot right after the Simpsons?  Most people are too lazy to change the channel anyway, and if they knew another cartoon was on, you think the Simpsons crowd would change it to see what's happening on 'The Practice' or whatever the hell is on Sunday nights?  Of course not.That makes too much sense though.  Instead, they put it on directly against wrestling (aka the highest rated show for 18-34 year old males aka their biggest target audience) or you had to play the guessing game to guess which night and time it would be on next.  Then they cancel it due to poor ratings.  Right....Now Cartoon Network is profiting from Fox's stupidity, and the DVD's are selling like hotcakes.  Hopefully that will inspire someone to order new episodes or get Seth to make another show after he finishes some of his latest ventures (like the animated movie he's making with the Farrelly Brothers).
Anyway, Seth MacFarlane (Series creator, voice of Peter, Brian, and Stewie, among others) has a great knowledge of the obscure, and has an overall great sense of humor.EG:*Bull is looking at a wine glass inside a glass store**ball bursts through the window, breaking everything in the store**Manager bursts out the door*Bull:  I know what you're thinking....
It's the type of stuff that will make you laugh just for the sheer obscurity or suprise of it, and will only get funnier the more you think about it.Now that Family Guy has found it's place on DVD (I'd like to see ""Bob Patterson"" or some other short-run show sell 400,000 copies at $40 a pop) and on Adult Swim we can only hope for more from the creators.
So buy the DVD, and watch the reruns on Cartoon Network at 11:30 after another great Fox blunder, Futurama.",NA,"5 July 2003"
"217","I used to love this show. was my favorite for a while. i stopped watching consistently around 2010. watched some random episodes since, they are hit or miss. not something i see myself going back and watching. i tried once:season 1: 7/10
was hilarious but slightly outdated and watched them so many times that i still remember most of the jokes (about 6 viewings)","6","17 August 2019"
"218","I recommend the first 2 seasons, not more than that. Also, I think IMDB should rate series per season, or perhaps even by episode, instead of one rating for the whole series.The first seasons had smart + chaos + funny cutaways + meta.Nowadays: safe + stale + boring cutaways + criticism of anyone that is famous.","1","23 November 2021"
"219","Just read today that the Family Guy is being resurrected and will go head to head (and lose) with Friends.  I guess they were thinking that its best to put a cheap, animated show into a timeslot they will never win.anyway, I am so happy this show is back.  Lots of people compared it to the Simpsons, but the humour is completely different - not that the Simpsons has much humour anymore.Welcome Back!!",NA,"18 May 2001"
"220","FG only gets better as the years roll by, which is more than can be said for THE SIMPSONS, which is overdue to be put out of its misery. My only complaint: I see a lot of the episodes in circumstances other than on TV, and some of the humor is so raw and objectionable, I often hope what I'm seeing are ""director's cuts"" of certain episodes and not what are shown on commercial television. Other than that, no complaints. May Peter and family rule the airwaves for another eight or 10 years. Some of the best moments are when the cast suddenly bursts into musical numbers, often out of the blue. Seth MacFarlane is clearly insane and not the kind of guy I 'd want for a neighbor (he grew up not far from me in Connecticut, oddly enough). But he also is brilliant. And the show is pure genius.","8","20 September 2009"
"221","(Taken From Comments I've Made On IMDb)""The Fox Network was wrong... That's all I need to say as far as that is concerned.Family Guy was an amazingly brilliant show, which despite on the outside gave everyone that ""Simpson's Rip-Off"" vibe, the show was worlds different on the inside.So much ruder and better in it's execution of visual jokes this show is brilliant.I hope the makers go on to bigger and better things I really do or in recent weeks due to the massive popularity on the Cartoon Network and in DVD sales we might get a straight to DVD movie... here's hoping!Glen Quagmire is my favorite character in the show and he wasn't in it nearly enough... ""Well Looooooooooois, forgive me for pointing.""Favorite episode... there are so many moments in every episode I love!Okay so it's been cancelled, now watch Family Guy become one of the biggest cult animations ever.10/10""Alas you Americans have finally come to your senses and decided to bring ""Family Guy"" back! In the words of Jesus...""Oh, Oh, BOOYA!""",NA,"6 October 2004"
"222","Really love this show, such a crazy family. Always gets me laughing and excited about each episodes. No matter how long my day is, this is some good humor for me. Love Stewie the most, such a crazy baby!WARNING: If you easily get offended with jokes, don't watch this.","10","20 July 2019"
"223","Family Guy is the next best thing to come around pon comic animation.  I laugh in every episode at the antics of Peter and his family.  Baby Stewey is the funniest animated character since Homer Simpson.  It is a great show, but it should be on after the Simpsons and not on Tuesday when almost no one watches TV.  Great entertainment.  Should be on more. A","7","11 June 2000"
"224","This cartoon has non existent character development. It is fine to watch when you are bored. It is funny sometimes (mostly in the earlier seasons) and silly. It is lacking in the later series and I think it is time for the show to be cancelled.","6","26 February 2020"
"225","There are few shows out there that can really handle the degree of randomness family guy presents and still be funny. Family guy takes those ""what if"" situations and blows them out of proportions, in which laughs ensue.Another bold thing the show tends to do is grab situations in which generic sitcoms would speed by to avoid losing the crowd, and sticks to them, but in the oddest manner possible to create pure hilarity.Family guy, is pretty much the funniest show i have ever seen. I never saw such audacity for parody, such witty ideas and such jokes that seem to come out of anywhere.","10","29 June 2007"
"226","I must admit I did enjoy the earlier episodes, but probably because I was younger and stupid at the time. I was sorta excited about the return of family guy until I saw the ""new"" crap they were putting out. No surprise, it was exactly like the old crap. All the lame jokes were there including the flash backs, except this time they added a joke about a old creepy pedophile who seems to be in EVERY SINGLE EPISODE. this is just one of the annoying gags family guy lives off of, and for some reason people keep watching. its no longer funny, its just annoying. let it die.maybe family guy was funny at a point in time, and the cheap laughs and gags were original and fresh, but now its just not funny anymore. if you actually do find family guy funny than you must be retarded or borderline retarded.","1","16 March 2009"
"227","Why aren't audiences more sophisticated?  Have we learned nothing from Steve Allen and Jerry Lewis?  The writers of Family Guy have drunk deep from that well, which includes the Simpsons.  Why shouldn't they be influenced one of the most creative, groundbreaking and hilarious shows of all time?  There are in fact many dissimilarities between Family Guy and The Simpsons.  The baby on Family Guy, named Stewie (what a perfect name), is a major character and a major reason I love the show.Bravo to the producers.  We need more shows like this.  Please make it available on tape or dvd.",NA,"8 June 2001"
"228","I'll start my comment with a question. What do the Simpsons and South Park have in common? They suck compared to Family Guy. Granted, South Park the movie and Simpsons the movie were also very funny and I'm glad to have them in my collection, but lets be serious, Family Guy is much better. For some simple reasons!!First of all, Seth Macfarlane is a genius doing different voices. The best one is without a doubt Stewie. Also Brian and Peter are convincing. Alex Borstein is good as the loving mother Lois, Mila Kunis is great as the neurotic Meg and Seth Green is funny as the naive simpleminded Chris.Second of all, all episodes have a lot a stupid jokes in them, but wait, that's a good thing in this case. The charm of the Family Guy series is the pointless humor. Because the sky is the limit if you make a joke out of everything, and lets be honest, Seth M. and his crew are doing a good job. Mount Rushmore is able to speak, Emperor Palpatine gives advice, Zinedine Zidane has an interesting way of wishing someone happy birthday, Adolf Hitler gives a very interesting sight of what life was in the 'Third Reich', Pawtucket Pat looks a lot like Willy Wonka, etc. These are just 0.0000001% of all the jokes and funny scenes you come across in these series. It's a shame that this is not famous in Holland, we have some episodes on Comedy Central, but that's basically it. It's a good thing I visit the USA often and my dad travels to the US almost monthly. Therefore I was able to collect a lot of volumes so far. Thank God, because they are great. My advice for people who are looking for a fun sitcom to follow. Follow this one and enjoy yourself. My Girlfriend and I laugh our heads off. Keep it up Seth MacFarlane!!!","10","18 November 2008"
"229","Funiest anime ive ever watched...archer comes close","10","9 July 2019"
"230","Why these shows never work is beyond me. They are a lot more funny than the typical sitcom, but they are always the first to get the ax. Only the Simpsons appear to have the ability to stay alive. This one is poorly drawn, but man it is very funny. I found myself laughing out loud nearly every episode. Heck, I think I may even find it more enjoyable to the Simpsons. The family here is the dad, mom, son, daughter, and talking dog. This show is kind of the less political correct version of the Simpsons and considering the Simpsons isn't exactly politically correct tells you this show sometimes goes very far. One of my favorite scenes of the series was when Peter was pretending to be a patient in this special home. A nurse asked him his name and he looks around for inspiration cause he doesn't want to give his real name and he sees a pea, a tear, and then he sees a Griffin and this of course is his name in the first place...priceless. Just to add a bit to the review for this one seeing as how the execs finally did something smart by reviving this great animated show, and man the new shows are even funnier than the older episodes. It also helps that all the voices are back and the animation is of the same quality unlike Dexter's Labratory which after a long break in episodes came back looking very badly. Plenty of highlights in the new season some of my favorites were Peter's band in front of the prison when they realized they didn't know any songs, Stewie making a fart joke that goes to far for his health, Peter breaking the news to a pal that his wife is having an affair starting it off with the question about Superman II (my personal favorite flashback now), and a scene in a bar where God accidentally sets the place on fire and yells for a friend that is hilarious. The show just gets funnier as it goes.",NA,"10 March 2003"
"231","I've seen every episode, I've heard of every joke and I've been using a lot of its references to my horrific failures. Nonetheless, I will continue to watch it for as long as the show continues to be around.","10","12 March 2018"
"232","I think Family Guy is such a funny show. The baby and dog are so cute! I don't know why some people don't like this show. (Probably they don't have a funny bone, lol). People if I were you, tune in to fox 5 and watch Family Guy! It rules ALL the way.",NA,"26 April 2000"
"233","This show is just fantastic I have watched it ever since it first premiered and it is hilarious. Some people hate family guy saying it is completely inappropriate for children and all that. But this show is not supposed to be for kids despite it being animated so if your bothered by whats on T.V be a better parents and pay attention to what your kid is watching.All the voice actors in this show do a great job exspecially Seth Macfarlene who plays 4 of the characters Stewie,Peter,Brian and Quagmire plus many of the side voices. He is such a talented actor and a very funny man. The jokes are somewhat crude but absolutely hilarious my type of humor exactly. I can make endless quotes off this show and they will make me laugh forever.This show has the typical simpsons kind of set up. A dysfunctional family with an idiot father who live in a medium sized town where anything is possible and lots of crazy things happen.This is definitely one of my favorite shows on TV exspecially comedies but I have a feeling even though it started 10 years later then the simpsons it feels as if it may go off the air before the simpsons. I really hope not because I truly love it.","9","16 November 2012"
"234","""Family Guy"" is one of the most creative non-""Matt Greoning"" show made. While Scott McFarlene is clearly influenced by ""The Simpsons"", he makes ""Family Guy"" his own by showing a lot of the show in ""Remember that time...?"", and shows it occuring, as well as make GREAT spoofs of shows like ""NYPD Blue"", ""CHiPS"", ""The Brady Bunch"", ""Star Trek"", ""Sesame Street"", Fox ""reality"" shows, etc.  Watch ""Family Guy"" ASAP, and laugh your a** off.",NA,"22 August 1999"
"235","This shows more educational than school not only did I know a lot after watching the show but it is hilarious it's funny and it's amazing every positive words in the dictionary should be in the reviews of the show just because it is super vibrant it is super original end it is a very old show that is still running today in 2019 I would be very surprised if this did not get another hundred awards for being the best show ever you can name any other show in the world it will not be as good as family guy","10","14 January 2019"
"236","Family guy a show that basically copy's everything the Simpson's has done but instead of throwing in jokes they said nope what about we use the easiest type of way to be funny gags but whats even worse than a simply gag to make your whole audience laugh is cut away gags which in some cases can make a good joke or two as in a flashback but when a whole show rely on a gag to be funny thats when you know you have a bad show. This show does what any good animated adult show does but in reverse lets take south park for example considered the best or not the second best behind the Simpsons always puts comedy over there beliefs but in family guys case Seth Macflarne aka being the lazy and selfish person he is doesn't make a funny god joke mocking the Christian religion he makes entire episodes and since he is a atheist (which I am too and became one because I hate people shoving religion down my throat) Seth does the same thing in which sometimes he tries to make the show how many times can I offend this religion but that's pretty much it he only offends one religion besides Jews but lets be honest that is way to easy to do but then in a interview about the creators of south park risking there life's for mocking all religions in a episode and mocking the Muslim religion which has never been done before on public TV and basically almost getting themselves bombed for making fun of that religion he says that he himself wouldn't of done what they did because of the fact that it is to much to risk for one joke (this was on the Larry king show btw) when the person next to him said but what about your morals and censorship which seth replied with yeah but im not going to risk my life over it Anyways this show is complete trash","1","16 August 2014"
"237","Family has gone from something special to a shell of its former self. It's bland, boring and repetitive. It is extremely unoriginal and has never made me so much as smile. I have a sense of humour. Family guy doesn't. The show is so out of touch and far off that I'm at a loss as to how people still seem to enjoy watching it.","1","12 May 2020"
"238","I've been watching family guy for many years now. The first six seasons were great no denying about that, but ever since season 9 came around there had to be made an effort. as soon as season 10 started I had to stop watching although i love familie guy more then the simpsons, it just has to try way to hard to just land even a single joke. I love seth MCfarlanes humor but family guy is ended. I watched every season even the latest, but when i saw Family guy guy Season 15 i've had it. Ted, Ted 2 and a million ways to die in the west. they were great movies but, Seth just isn't funny enough to continue family guy. I don't hate Seth, i'm just a guy from belgium, who is drunk and ready to speak his mind. Seth you have great humor but the way you are handling family guy is no good. the shaft joke was the endpoint for me. I got the joke but you just kept going at it and at that moment I realised the great seth doesn't have it anymore.GTRZ TijneSRR about bad English i'm European","8","6 June 2016"
"239","I tried watching an episode. Within the first 30 seconds, the daughter called her father a vulgar profanity. I don't consider that to be entertaining.","1","2 July 2021"
"240","To begin with, understand me correctly - I LOVE this show, one time I've spent all day - 12 hours, just watching it, episode by episode. I love this show, but there are some flaws in it, some things, that just seem stupid and pointless and I can't address them enough.1. Stop fu**en singing! Seriously, almost none of those songs are even slightly funny, and they just go on, and on, and on, each song is like two minutes long and almost every episode seem to have them, especially the newer ones and some of them have like three songs in one episode, what the hell? It's just a waste of TV time, why would you do that? 2. Peter Griffin. Just, Peter Griffin. It seems they tried to make him like Homer Simpsons rip-off cousin, but failed in so many parts it's unbelievable. Yeah, he's funny to some point, but at most part hes just freak-en annoying, he never even tries to do anything even remotely smart, he's always breaking and blowing the stuff up, he's unbelievably selfish to the point where you see him more like a mad psychotic villain, than cute, childish or in any kind likable character, sometimes you just wish you could jump into the screen and smash his stupid head into the wall.Well and that's about it from my point of view, I could go on ranting on some other little things I hate about FG, but I guess they're not worth mentioning. If you can deal with constant pointless singing segments, maniac main character, which never really gets punished for his crimes and which you're supposed to like. And if bestiality and evil babies is your cup of tea, than I guess you'll like this show. Even if it's not - give it a try, it's worth it in most part.","7","16 July 2009"
"241","Now before i start i want to say that i am a fan of family guy, drawn together, south park and the simpsons. As you should already know there's a war going on between every prime time animation comedy show.Family guy is my favourite of these shows. I prefer Family guy because it's more hard core than the simpsons. ""Ohhhh homer's taking marjuana!"" ""Yeah well in Family guy meg and her boyfriend had ear sex!"" See what i mean? And obviously Family guy is probably the lesser of all the animation shows on air.What i love about family guy is the flashback humour. Most other shows have funny flashbacks but the humour in family guy flashbacks are far more hilarious. Like jokes they make about movies like: ""We now return to Masterbater and Commander"" While others find that immature they have to face that humour is like that now. Slipping over a bannana skin and landing on the floor isn't funny anymore folks Well i've said enough hopefully you get the idea of how funny family guy is.","10","19 July 2007"
"242","I absolutely love this show the only thing I can complain about is that the wrighters constantly have to include homosexuality, judaism and there own political stands. Sure its funny but sometimes it gets a little to much. And I have to say that offcause I dont have anything about homosexuals or jews or homosexual jews.<U+0001F605>","10","13 April 2021"
"243","I've been a family guy fan for a long time, but the show has definitely gones downhill over the years. I recommend watching the middle seasons (like maybe 4 - 9) those are the better ones.","8","13 January 2019"
"244","Family Guy has just come over to England, aired in Rupert (Fox) Murdoch's Sky satellite service (like The Simpsons, The PJs,  King of the Hill and Futurama before it). It's being aired straight after the much-hyped (and not bad at all) Futurama,  but it doesn't suffer in comparison to Groening's new opus; in fact, given the weight of expectation on the ""Simpsons in Space"" it's started off better. Creator Seth MacFarlane (only 25, doesn't it make you sick?) has diligently combined several successful formats - dopey but loveable Homer-type dad, over-the-top Dr Evil-type villain (except in nappies), wiser-than-his owner dog (as in Wallace and Gromit, a massive UK claymation success less well received in the States). But characters are nothing without writing, and where Family Guy scores high is the rapidfire joke quotient - and in particular the TV references; nearly a dozen in the second show alone, from witty skits of NYPD Blue, Roadrunner and Scooby Doo to quick references to such TV tittletattle as Rosie O'Donnell's adoption of a child. Maybe MacFarlane has set off at too high a pace and the series will lag, but in the meantime, buckle up your seatbelt and enjoy intelligent TV for the short attention-span generation.",NA,"29 September 1999"
"245","What can I say, except for this is the only show to ever top the Simpsons. (Except Duckman, but that sadly went off the air.)  I do think they sure work on making sure Peter doesn't get any more Homer-like.  Other than that, it's perfect.""Peter!  I'm holding hooters!""",NA,"23 July 2001"
