"","content","rating","date"
"71","... there was a great show, created by a talented man called Matt Groening. The show became on of the biggest shows in the world, popular with old and young. But Matt Groening became corrupt by success, forcing his show to live a half-life and not die a natural, peaceful death.As you can tell, I have similar thoughts about The Simpsons, like most fans of my generation, growing up with the show in its peak in the 90s. The show was successful because it was very funny, combining cleaver humour from culture to politics, parody and satire, small site gags to good slapstick (nothing like Homer hurting himself).The premise of The Simpsons, is simple, it follows one family from a small American city (Springfield), as they struggle through life. All the main members have excellent episodes that allows them to shine. As the show grew with success more characters were created and they too got episodes, from Krusty the Crown, Ralph Wiggun, Sideshow Bob, Mr. Burns, Smithers, etc... The show also looked at themes from the media, childhood issues, health, American society, and so fore. Everyone has favourite characters in the show, my are Homer, Bart, Lisa, Maggie, Mr. Burns and Sideshow Bob.When the Simpsons was at it best it was one of my favourite shows and I watched it constantly. I still do watch, having a number of series on DVD, and watch the random selection on television. But by 1997/1998, the quality of the Simpsons started to decline, with the episode 'The Principal and the Pauper' being the Jumping of the Shark moment, and the ninth series being the last good series. There are good episodes after that series, but their come fewer and far between. There are good jokes, like how Homer would enter and leave the world in 'Half-Decent Proposal', but again become fewer.So why did the Simpsons decline? There are a number of reasons. Most of the good writers like David X. Cohen left the show or like John Swartzwelder who take a less active role. The writers are no where near their quality. The writers turn away from character driven episodes to more wacky adventure based ones which ruined the show, or the writers simply ran out of ideas, and did episodes based on famous stories like Hamlet, Lewis and Carl, Henry VIII, etc... Halloween episodes also had little to do with Halloween, being based on action films like Mr. and Mrs. Smith and Transformers rather then horror like The Shinning and the Twilight Zone. The Simpsons became more focused on the stars their could get to be guest voices for the show, instead of who would be good for the cast. Finally, they is the American system of programme making, which is if a show is popular keep running it until the rating go down. Compare to the British style which is let the show run for a few series, like Fawalty Towers and Blackadder and let it end when it good.When the Simpsons was at it best, i.e. the 90s period, it was one of the best shows ever made, and easily a 10/10. But slowly the show became weaker, but because I am a fair person I give a 8/10 because of the happy memories it gives me.","8","7 October 2009"
"72","This show was amazing! Use to be so good, funny and witty and had some of the best characters. I don't know how,maybe it was because the movie came out but It went way down hill. I always hope the new episodes will be funny but they're just getting pathetic. I gave up hope on any new episodes being good, they're probably going to end it soon which would be a good thing. I don't know who writes for this show now, but whoever does they're terrible. For soo long this show was a ten, even more than that! And now it has gone form a ten to a three. Oh well..If you want to watch something funny, I say watch South Park, still funny and haven't gone downhill (Yet).","3","27 June 2011"
"73","I'd give a higher rating, but The Simpsons's died long time ago and should have ended when it had some dignity left. Now every episode seems like the same.That said The Simpsons was solid stuff years ago. It was funny, touching and thought provoking. Best episode that comes to mind must be Bart gets an F (I hope that is the real name or this is really embarrassing).","7","1 April 2017"
"74","I give the Simpsons kudos for breaking the ground for other adult cartoon comedy shows like South Park and Family Guy but at this point thats all the Simpsons were good for. The show is running as long as Gunsmoke and I remember Gunsmoke in it's trailing years and how I would never watch such an old folks show. Well, that has got to be the way many young people must feel about this show because it's been around since before they were born! To recap what this show is about, ALL rich people are extremely bad and evil, all Republicans are extremely bad and evil, all middle class whites are idiots, all Christians are either unfaithful or boring, all blacks are pillars of society, all Asians are quacks, all Indians work at 7/11, leave the Muslims and Jews alone but make fun of Hindus and Christians and probably others like the Amish, and if you want to be anything in life you need to be a liberal, I have no idea about Gays since they kind of stay away from them but I'm sure when they do talk about them it's in a good way, the only thing I have not heard on this show is reality like abortion, when is Lisa going to get knocked up? I mean at this point it is hopeless liberal propaganda and if it's still funny the jokes must have been played out as much as the Road Runner and boulders falling on Wile E Coyote for me because after over 20 years of beating up middle class white America that joke is extremely unfunny. Any questions? 1 star out of 10, it's still a cash machine though so expect this show to go on forever as America has nothing else to watch Sunday nights I guess.","1","25 February 2013"
"75","Not only is The Simpsons the best TV show ever made, it is also one of american history´s most important political forums. Groening and his co-creators have never been backstroking anyone and certainly never kissed any ass. They show us a society beyond salvation and we are laughing our brains out! Can you possibly do anything greater for mankind than that ?!","9","15 October 2001"
"76","I remember first sitting down to watch the Simpsons when it came to Australia. I was about 12 or 13. Hooked from the get-go, I have been a devoted fan ever since. It's true the latest seasons haven't been nearly as bust-a-gut funny as the earlier ones, but there's enough humour and social commentary to keep me hanging on and eagerly awaiting that new episode each week. The Simpsons has become such an integral part of my life that I think I have a Simpsons quote for every situation I find myself in, and more than once I've found myself thinking, ""what would Homer do?"" The DVD sets are great, packing in the extras to breaking point. The commentaries are especially great, often almost as funny as the episodes themselves. But I have to say, the packaging for Season 11 is AWFUL. What were they thinking? Not only are the four DVDs in tight, coarse little cardboard sleeves, there are glue spots sticking them together right in line with where you pull the disc out! What the hell? Be very cautious pulling the DVDs out for the first time. I've actually abandoned the cover and put the discs in their own jewel cases to avoid scratching them in future. As Comic Book Guy would say: ""Worst...packaging...ever.""","10","6 November 2008"
"77","I've been watching The Simpsons probably since it first started here in Finland. It was in the beginning of the 90s. Of course back then I didn't understand anything about it, but it was nice to watch moving pictures even though I couldn't read or understand English at the time. But about 10 years later I started following The Simpsons very intensively. And now few years after that I can say The Simpsons is one the greatest TV shows ever. There won't ever be something like The Simpsons.The Simpsons is almost only American comedy show that I watch. I just don't like the American humor, it really isn't funny. It's pretty much just idiotic-not-funny-boring-stupid... Well you got the idea. And what about the American pre-laughing system? Hah! Is there anything that underestimates the viewer so much? Probably not.But The Simpsons is different: it's satiric, witty, funny, satiric, witty, funny, satiric, witty and funny. And funny. And it's not pre-laughed! And there's absolutely not a single bit of that usual stupid American humor. ...And those are the things that makes The Simpsons perfect (TV) comedy. The Simpsons and of course South Park are probably the only American comedy series that are actually funny (and satiric). You guys really should make more TV series like The Simpsons and South Park.In Homer we trust.","10","6 June 2006"
"78","This is one great comedy, and the funny thing about it is ""It's a cartoon"". The simpsons shows people the cartoons can be for adults as well as children. Every episode is fresh and new (unlike Friends). Even though a lot of the new episodes contradict some of the old ones--it's a good show.",NA,"5 January 1999"
"79","Out of every cartoon, Movie, play, and T.v show I've ever seen The Simpsons tops it all. the Simpsons is the funniest show Bar None. American Dad, Futurama, and Family guy come in close but in my opinion the Simpsons is better than all of them combined. I have seen every single episode and i own seasons one through five and have Simpsons posters and action figures.i have not found an episode that i did not like., some of my favorites are the valentines episode where Bart puts Homers Beer in the paint shakers, and ""Das Bus"" season 9 ""O' Brother were art Thou?"" season 2. and any episode from the sixteenth season. they have made it to over three hundred episodes and I'm betting on three hundred more. THE SIMPSONS WILL NEVER DIE!",NA,"1 July 2005"
"80","This show could probably have 3 to 4 different ratings depending on the era. This show has spanned 30+ seasons. For me the first 10-11 seasons would be easily a 10. The first couple aren't great, but are still entertaining, season 3 is when it became great. It slowly goes down hill after that, before the bottom drops out. The show needs to end, it's well past its sell by date.So an overall 8 is very generous in my estimation. For someone who has never seen it, stick to seasons 3 through 10.","8","26 April 2021"
"81","15 years ago I would have given The Simpsons a 10. I attempted to watch a newer episode a while back and it was awful. The show has become a shell of it's original glory. From it's poor storylines and lazy writing, this show is the epitome of what ""jump the shark"" means...even more so than the ACTUAL Happy Days jump the shark.And it's really a shame, because it used to be my favorite show. At least I have the earlier episodes to remind me how great it once was.","8","10 January 2021"
"82","If you're one of the many here that frequent ""The Simpsons"" message board,you might wonder why I am bothering with a review of the show at this particular time.It's not because the movie just came out or that they've surpassed 400 episodes. It's not even that if they broadcast 36 more shows they'll top ""The Adventures Of Ozzie and Harriet"" as the 1/2 hour show with the most episodes (O. & H. had 435 shows-1952-1966).I simply wanted to say that,since the time I finally tuned in for the episode where Marge & Homer tell their kids about how they met,as well as their 1974 prom night,I have been an almost consistent viewer. I wont call myself a ""fan"" because I've never liked that term applied to myself. I do love the show though and plan to tune in right up to the finish.When it debuted with the Dec. 17th,1989 special,""Simpsons Roasting On An Open Fire"",I didn't even know it was on TV... with the exception of the Tracy Ullman shorts. On Tracy's show I first saw them with ""Family Portrait"",it was funny but weeks later I had forgotten all about it.The great thing to say about the series as a whole entity is it's ability to turn even the simplest of situations into anarchy and craziness and or silliness. Even the best 30 min. sitcoms could never do the kinds of stories and situations done here. Especially episodes about different people in the town. Sitcoms could not afford to pay for that many actors.It seems even the most minor of characters has gotten an episode about them. Makes me wonder if they'll do a show for that pale looking kid with the curly hair! Homer Simpson is the epitome of the American couch potato,who unlike in real life,does extra-ordinary things that the common man only dreams of. Which is the most ironic thing about this simplistic guy with the crayon scratching his brain.Voiced by veteran ""Rhoda"" co-star Julie Kavner(who played Rhoda's sister Brenda),Marge is a woman and mother,in a situation,that,would in real life drive a female to pack up and leave and get a divorce. (Or even check in to an asylum). Homer is as much a handful to her as Bart & Lisa and even when it seems Homer's driven her over the edge,she still stays true to him in the end.Bart has thankfully had many more dimensions added since the first year and the best shows are when he's at his most vulnerable. Like most recently when he sees a psychologist at the school's expense or the show where he goes on outings with his Mother on the bicycle for two.Lisa is possibly the best drawn out character,who seems torn between taking on the realities of the world and just being a normal 8 year old girl. The shows dealing with her & Homer's relationship are the best.My favorite shows are the more relevant touching episodes but don't get me wrong,I love the irreverent humor and crazy antics as well. ""Treehouse of Horror"" is even farther beyond those already crazy episodes in the regular seasons,my favorite of those Halloween outings being ""Homer3"" when Homer ends up in the third dimension behind a living room wall.I don't care what anyone says,despite a slow season or two,The Simpsons still get my vote as a great series and if not for this show we wouldn't have the likes of ""Family Guy"",""King Of The Hill"" or ""American Dad"" on network TV.The Simpsons opened the door to cartoons for grown ups and while I was tentative about it at first,I now say I'm glad The Simpsons came to be. (END)","10","28 July 2007"
"83","This really pains me to leave such a low rating... but you have to weigh up the good and bad sides of the show. There are now more BAD episodes than there are GOOD, so you have to give it a rating of under 5.I have watched, and own, every single episode of The Simpsons. These are how they rate:Seasons 1 - 11 = Good to outright the best TV in history
Seasons 12 - 17 = A bit meh, but still watchable
Seasons 18 - 31+ = Downright awful11 years of great; 13 years of god awful; and 5 years of ""could go either way"".Classic Simpsons is still my favourite show of all time. But the bad has overlapped the good for a long time now.","3","10 April 2020"
"84","For 33-4 years it's been on the air too long. It's become too much of unclean, unfunny, lousy show. Whoever let Groening to start & continue it this long wasn't very smart. They even mock Tom & Jerry w/ ""Itchy & Scratchy"". It's stupid because Tom & Jerry is a far better one than The Simpsons ever was. I'd take them over Groening's disgust of a creation any day. It's not funny because Tom & Jerry was a good help in the days of WWII. It's completely understandable why The Simpsons was so controversial when it was first coming out. They had their days & just need to end.","1","19 January 2022"
"85","I loved this show, it was extremely funny and Matt did so much good work on this show, but the show went downhill when Disney bought it, so now i don't bother to watch it because it was a good show turned bad. Overall, i loved this show and i don't know who wouldn't like it. I would recommend the older episodes (1-25) way more than the newest ones, which are just bad.","6","9 June 2020"
"86","I might not have seen all 700+ episodes but I definitely have watched more than 300 trying to figure out why people love it so much.It just doesnt produce ""laugh out loud ""moments like family guy even though family guy has lost its edge,you'll still get that joke that sticks with you for the rest of the week.The first few seasons were okay,laughed quit a few times but from season 13-19 id just chuckle once a episode but 20-31 probably laughed once every 5 episodes. Please stop ruining a show that was so good at the start and just cancel it","1","7 October 2020"
"87","Just the fact that a show like the SIMPSONS has been on so long- almost 14 years-proves that it is a great comedy achievment. Who would've honostly thought such a show would be embraced by millions. I know a lot of shows like the SIMPSONS that are canceled, just because they aren't given a chance-especially on FOX.The characters are wonderfl, and the whole cast is voiced by a few people, disguising their voice (Dan Castenella does tons of voices, his most famous HOMER SIMPSON). For example, did you know Bart is voiced by a female? That I find is funny, because he really does act and sound like a little bratty but loveable character. So turn on the tv and get ready, set, D'OH! 4.5/5 starsJOHN ULMER----D'OH!","10","19 August 2002"
"88","The Simpsons is without a doubt one of the best shows of all time. I watched them from the very beginning, and by that I mean beck when they were shorts played at commercial time on the Tracy Ullman Show. I said then if that cartoon were ever made into a TV show it would be the funniest thing ever. They did, and it was.If you were to count all the laughs over the last 20 years, you would find that The Simpsons are funnier than Seinfeld. The first stand-alone episode was funny and the last one they made was funny. The laughs just never end. I can watch reruns all day long too. It just never gets old.The Simpsons has such a very rich history too. The characters are well established and the city of Springfield seems to have everything you could want.Of course, my favorite would have to be Homer. He's just so funny and wrong all the time. He's a loud and obnoxious oaf. Don't you just love the word ""oaf""? Well, that's Homer. He'll go to any length to be an idiot.I hope the laughs never end. In a world where comedies last 7 years and ""retire"", The Simpsons is still going strong. Alas, eventually, someone will decide it's time to pull the plug and a great iconic show will be gone.","10","9 July 2006"
"89","The show used to be good but it should have ended at least 10 years ago, the longer it goes on the lower people will consider it.","3","3 November 2019"
"90","The Simpsons is outrageously phenomenal!!!!!! If I hear someone say something bad about that show, I'll hunt them down and make them pay for what they did! I have not seen one bad episode of The Simpsons, and I've seen 184 of them! There are over 50 characters in the show, not one of them short from excellent. It is the only TV show I make a point to sit down and watch.","10","17 January 1999"
"91","It's amazing how the Simpsons has Aired for this long I'm surprised that they haven't received a Guinness World Record of the longest-running show I remember 20 year's ago my dad would come home from work and Matt Groening 2 best shows The Simpsons and Futurama and really enjoying them eventually Futurama made the smart wise decision and end unlike it's older brother The Simpsons which is a perfect example of why a beloved show shouldn't go on for an eternity otherwise the Quality the writing and the Jokes start to become pretty bad and stale hopefully one of these days Fox will make the wise decision to pull this shows life support and let it die in peace","5","13 February 2020"
"92","To be honest the first 8 or so seasons were the best time of the shows life. There are still good episodes in the newer seasons but they are no way in hell as good as the older ones.","8","13 June 2021"
"93","What can I say about the Simpsons? Initially, let's start with the positives. Has there ever quite been a show like the Simpsons? I think not! Matt Groening and James L. Brooks have truly created something of great comical and philosophical magnitude. From seasons 1-13 (that's right, up to season 13!), comedy appropriate to the society was cleverly exploited, causing the Simpsons to become a global phenomenon for obvious reasons. Flaws in society were excavated; puns were dished out with a clean edge and, most profoundly, this was a cartoon that both enticed adults and children alike (paving the way for successful cartoons such as Family Guy and South Park; although neither would reach the success of The Simpsons). Now the negatives. From seasons 14-19, Simpsons episodes were mediocre, shamelessly brandishing celebrities left, right and centre and dishing out jokes that seemed force and less natural. The series still did have the spark that peaked interest and tickled the funny bone but, other than that, it was rather a disappointment. This, however, was nothing compared to the decline in quality from seasons 20-26! Story lines seemed to consist of depression in the Simpson household and offered little to no comedic value. In addition, celebrities not only made cameo appearances, but dominated episodes in which the plot was clearly strained and offered nothing (especially the disgusting 'Lisa goes Gaga' which seems to combine all of my points beautifully). The writers have quite literally lost the plot and the show really should be cancelled! It is hard to tell whether the show has become a sentimental attachment to Mr Groening or whether FOX are just too worried about losing money at the cancelling of this show. Whatever the reason, FOX or Matt Groening need to end this show so it can leave the spotlight retaining dignity and fond memories; otherwise, we may look back at the early episodes as a distant memory! I rate The Simpsons as a 10 simply because of its earlier brilliance and my loyalty: a testament to its early episodes!","10","31 March 2015"
"94","The Simpsons was a great show. It was very funny. But as they entered Season 13. It got very old,very fast. They tried everything to get jokes. Which fell flat. They stretched possibility too far. I know this is a cartoon,but the earlier episodes were believable. It is sad that a once funny show is being milked for all its worth. End it! But I know The Simpsons will last forever,and will continue to grow worse. It is sad for me because I used to be a die hard fan.Early episodes 4/4Season 13,and 14 0/4",NA,"7 April 2003"
"95","The Simpsons is probably the smartest show in television. That is if you've only seen the first half seasons of the show. The new seasons are terrible. They stopped being smart and in order to compete with shows that are more aggressive (like South Park) or random (like every show on adult swim) they've destroyed it.When I was a kid the Simpsons payed homage to some of the most brilliant movies, books, music. I learned about Stanley Kubrik, One Flew Over the Cuckoo's Nest, The Beatles, etc. Nowadays they pay homage to Transformers and Lindsay Lohan. I think this is a small example that shows what has happened to them. I hope these people at fox stop producing it. Because the Simpsons were impeccable. But if they continue the legacy will vanish.Like everything great on the planet it is important to know when to call it quits. Simpsons I think your time has come (it came like ten years, ago but who's counting)","8","20 September 2013"
"96","Epic The Simpson's has lasted over 30 years, I'm glad I have to way to see every episode on Disney plus! Filled with great morals, awesome humor, predictions that became true, and enjoyable throughout! I've only seen a portion of it so I could be wrong about some although I usually appreciate things more than most. I love this show more than I ever expected.","10","31 May 2020"
"97","I guess it shouldn't come as a surprise that keeping up with good content is something that could last forever. But this is why shows end. How about putting this show down once and for all? It has outlived its course.","1","6 January 2020"
"98","A new season and such horrible first episode, I don't think I will watch Simpsons anymore. It used to be great and funny tv show but since Disney bought it it gets worse and worse. Like they completely ran out of ideas.Life is too short for such boring unfunny nonsense.","1","29 September 2021"
"99","The Simpsons, back in the early to mid 90's, was by far the greatest sitcom ever on TV. With strong jokes, humorous parodies, funny slapstick and wonderful plots it swept the nation by storm. For those who don't know, the Simpsons is about an American family called the Simpsons (hence the title) who live in the fictional town of Springfield. The father, Homer, is a beer bellied not so smart guy who works in the local nuclear power plant. His wife, Marge is a doting housewife and mother, and they have three kids, Bart, Lisa, and Maggie. This show, back over a decade ago, stood out for two reasons. One, it was an animated sitcom (which was based mostly on reality, fantasy elements shown in typical cartoons appeared briefly) and two, the Simpsons was a dysfunctional family, except the volume was turned way up. Back in the 90's sitcoms involved families who were a strong unit and cared for each other and all that stuff, but the Simpsons were constantly having problems and such, always getting back together in the end, which was the theme of the show and what kept it on top. The prime of the show would be, in my opinion, around 1993-1997 (or the third through the sixth season,) After that, the show began to lose humorous edge, and by the early 2000 period, the show really began to fall apart. It is now 2006, and with even worse episodes being churned out, the show probably should of called it quits by 97 or 98 when it showed signs of age.So what happened? The show is clearly different now then it was ten years ago but there seems to be a lot of little things that made the show go south. I noticed by the 11 or 12th season, the show started to include very ridiculous and crazy plots that would never happen in real life (and every celebrity on the planet would start to appear in every episode, one by one) Now before anybody flames me and says ""It's a cartoon dumbass!"" (I couldn't figure that out, thanks guys!) It is important to understand that in the prime of the show it had plots that were realistic, things that normal people could go through every day (Maybe it would go outside the barriers of reality, but only briefly) You could relate to the characters, and actually cared what happened to them. By the way, celebrates did appear in the past, but they were usually cameos or voiced characters, rather then playing themselves like now. But now that the plots and ideas are so nuts that I don't really care what the resolution will turn out to be. And now the celebrity guest will have a whole episode involving him, which really makes the show boring in my opinion. Another problem with the show is that the jokes simply aren't as funny or interesting anymore, and that is what really is hurting the show. The writers try hard to be funny, but fail miserably. But I believe the number one problem is the new personalities of the characters.Homer, back in the prime of the sitcom, was at times a big jerk who sometimes did things to advantage himself and hurt others, but in the end, he always did the right thing at the conclusion and he was a good guy overall. And although he wasn't a very bright man (His stupidity is one of the highlights of the show) He only had moments when he was a complete dumbass. But now the writers dummed down homer to look like a total retard, he has also evolved to be an unbearable jackass with no redeeming qualities whatsoever (and it seems like now he is spending every minute of every episode doing something incredibly stupid beyond sanity.) Bart used to be a mischievous kid who did get into trouble on occasion, but always knew his limits and acted like a typical ten year old kid. Now, he's more of a whiny brat who tries really hard to be a tough criminal. He also tries to act tough by bullying his nerdy friend Milhouse, whom in earlier seasons, had a good friendship with Bart and he saw Milhouse as an equal and not his flunkie like today. Lisa was a very smart eight year old who had strong beliefs over issues but really tried to live a normal life as an eight year old, but now is a intolerant PC hippie who believes her views are superior to anyone elses. And Marge, well, shes still the housewife, but she seems to care less nowadays and will sometimes try way to hard to be ""cool"" and ""hip"" but always failing to be funny. Maggie is the one who changed the least, but shes only one year old, so you can't expect much. The side characters (Moe, Mr. Flanders, etc) also seemed to change as well, though for the worse.Finally, the Simpsons was the greatest sitcom back in the heyday, but now is crumbling like a wall. I stopped watching the show a few years ago because I just couldn't take the declining quality anymore. The bad plots, poor jokes and repackaged personalities of the characters are beginning to cause the show's decay. I won't dismiss the show's past accomplishments, but the new episodes are downright unbearable. I recommend the show, but get the seasons three to six, you'll laugh out loud. The first two seasons are good, but didn't get that edge just yet. Anything later then 1997 I wouldn't watch, but like a wise man said, ""Opinions are like assholes, everybody has one"" So see it for yourself and make up your own judgment.",NA,"17 July 2006"
"100","The Simpsons first aired in December of 1989. With that first episode in which Bart Simpsons gets a tattoo for Christmas and scandalizes his family, the antics of this functionally dysfunctional family was established. The voices behind the characters are Dan Castellaneta, Julie Kavner, Nancy Cartwright, Yeardley Smith, Hank Azaria, Tress Mcneille and many others. The Simpsons has enjoyed huge success. For 16 years, seasons, and more than 200 episodes, they are still the funniest and smartest cartoon on TV. If you take a good close look, you will see that the Simpsons are witty and clever social satire on today's society. It's really a cartoon adults can enjoy as well.Homer Simpson is a man who is not afraid to embrace his primitive instincts. He is a boorish, drinks beer at Moe's often, is bald and fat at first glance represents the working class in America. But he is a loving father and has managed to pitch in on his side of the parenting as much as the more mature and wise Marge Simpson, despite the fact that Homer could be lazy. Marge Simpson can be annoying only because she's too level-headed and too cautious. Lisa Simpson stands out because she's bright, sensitive, intellectual and cultured. She is a liberal at heart and actively participates in environment protection, animal rights and is a vegetarian Buddhist. Bart Simpson is a brat with a heart of gold, who despite his wild child nature, has his moments. There are too many episodes that are among my favorite- Bart dates the scheming and bad Reverend Lovejoy's daughter, Homer becomes morbidly obese to get on disability and work from home, Homer nearly cheats on Marge twice (with Country singer Lurlene Lumpkin and Mindy Simmons who is a female version of himself) Lisa gets a crush on a Jewish substitute teacher and then must learn to deal with his parting, Bart and his friends battle it out with rival Shelbyville boys over a stolen lemon tree, the Burlesque House, Marge and Homer explore their sexual relationship through risky sex in public, any episode with Flanders as the focus, the classic episodes from the 90's- Who Shot Mr. Burns ? Lisa gets her first experience with competition when a smarter girl shows up, Homer and Flanders go to Vegas and accidentally get married, all the Halloween episodes ""Tree House of Horror series"" and many others. Among the more colorful characters in Springfield are the evil and hundred plus millionaire, power plant owner Montgomery Burns, his closeted gay assistant Whelan Smithers, bullies Nelson and Jimbo, hilarious Police Chief Wiggums and his son Ralph, Sideshow Bob and Sideshow Mel.. Krusty the Clown, Apu, his wife Manjula and their eight kids. Many celebrates have appeared on the series over the years among them Mel Gibson, Elizabeth Taylor, Butch Patrick, James Woods, Michelle Pfeiffer, Helen Hunt, Lucy Lawless, Frankie Muniz and many others.",NA,"13 February 2005"
"101","Way before most of you might remember, The Simpson's was just a little short that aired in small snippets throughout each episode of The Tracy Ullman Show. That's when my brothers and I began to watch and we were hooked. It was a genius part of our childhood showcasing some of the quirkiest characters, hilarious humor, and brilliant writing.What ruined it? The show became politically correct; it's producer & writers began pandering to sanctimonious whiners who complained that Abu was offensive. Instead of taking a stand and saying 'If you don't like it, don't watch it,' the weak and perhaps self righteous writers cowed to a millennial mindset that suggests the world censor its content to appease their entitled mentality.So The Simpson's caved with no regard for the opinions of those who'd been with them from the beginning. Viewers like myself who'd watched for decades, were disgusted and the choice to pander to bullies instead of having the integrity to stand by characters they had created.","1","12 June 2020"
"102","Yet again, Disney ruin something which was once brilliant. I used to watch The Simpsons and always had laughs at the gags and character exploits: not anymore. Why do they have so many musical numbers and Woke storylines? Dull and uninspiring writing now. Not for me. I don't watch it anymore.","6","21 December 2021"
"103","SpoilersThe Simpsons was one of the greatest cartoon shows alive.  I loved this series.  It was funny.  But things have changed.  And to see how much has changed, let me review the series.Season 1:  Somewhat mixed season, but still good(loved it when Homer was mistaken for Bigfoot).  Season 2-3:  Is now starting to find the direction of the series, and its characters.  The animation is also now finding itself.  Also, the series is now on Thursdays.  Seasons 4-5:  Hilarious. The Simpsons has finally struck gold.  These have to be the best in the series(especially season 4).  Seasons 6-7:  Moves back to Sundays.  Still good to watch, even if the ""pure magic,"" isn't as light as it was during the previous seasons.  Seasons 8-9:  Good, but starting to drag down.  Some weak episodes in both seasons.  Seasons 10-11:  A bit better.  Some really good laughs here, although still a weak episode or two.  Season 12:  Mixed.  Some episodes were hilarious(like Trilogy of Error), but others were an embarassment(like the Boy Band episode).  Season 13:  Only a handful of good episodes.  It's obvious the series is losing a lot of steam.  Season 14:  An insult.  The humor is gone, and the characters are now caricatures of their former hilarious selves.  What happened to the good old Homer of yesterday? Season 15:  Okay, the new season won't start for a few weeks, but from what I've read, it's obvious that the writers are running out of ideas for the series, as it will involve the return of old characters from the show, like Mother Simpson, or Rabbi Krustofski.  Not a good sign.This show used to be the best, but it's going down fast.  FOX, hire some new writers, or pull the old ones to put down one amazing finale, but whatever you do, don't let this end on a bad note!BOTTOM LINE:  Skip the current stuff.  The original classics are the ones worth viewing.",NA,"24 October 2003"
"104","This has to be one of the best darn cartoons/comedies ever to grace the T.V screen. The fact that it has been going for nearly 10 years says it all. The comic timing is just right and the jokes are so funny that you're guaranteed to be begging for more! The reason why the show works so well is not because of just the family,no. The minor characters are spot on and they will have you rolling around the floor in fits of laughter more often than Homer, Marge and co. Mr Burns is THE best person on the show in my opinion. People often say that Matt Groening is a genius after every time they watch a show. Okay, I give credit to Matt due to him making up the Simpsons but it is the massive crew which make the Simpsons what it is today. It is the dozen or so writers that give us the dialogue which is unbeatable by any other programme. ( a big cheer to my fave writer John Swartzwelder is in order here!). It is the many gifted animators which give us the many hilarious moments on the show. Without these people and the rest of the crew there would be no Simpsons. Also, another key element in it being enjoyable is the cast. The many talented actors who supply their great voices. (Another big cheer for my favourite voicer Harry ""Handsome"" Shearer.He is my Hero!) Anyhoo, enough is being said. Just don't forget all the crew and praise them as well as Matt Groening. Simpsons Forever!",NA,"10 November 1998"
"105","And thats because it's very, very funny. The first series of The Simpsons, first aired all those years ago when I was an elementary school student myself, were very child-like, both in animation and script, and as the show gained momentum and subsequent seasons made it more and more of a success, the subject matter got more serious, but it retained what it always had from the beginning: a unique wit for pointing out the idiosyncrasies of the real world.By around season 5, the writers had build up an entire world, based around the fictional town of Springfield. Not only that, but all these characters had their own relationships with each other, that remained consistent and believable. The central characters are the Simpson family themselves. Parents Homer and Marge, kids Bart, Lisa and Maggie, their cat and dog, then the extended family: Grumpy grandpa Simpson, who can keep people distracted for hours by telling stories that go nowhere. Marge's unmarried, chain-smoking twin sisters Patty and Selma who live with their pet lizard and despise Homer, then there's all the other characters: next-door-neighbors The Flanders who are so religious only a cartoon could convey it. The staff and students of Bart and Lisa's school, Homer's co-workers and co-drinkers, Krusty the Klown, the TV clown who Bart worships, Police chief Wiggum who is so lazy he believes that people should ""take the law into their own hands"", sleazy bartender Moe, Apu, Reverend Lovejoy, Mr. Burns Homer's miserly boss as well as other interesting characters introduced in later seasons, such as Gil, the hapless loser who's wife has left him and seems to lose every job he gets. And brilliant once-off characters such as Hank Scorpio, The evil head of Globex corporation, who, it could be argued, is a rip-off of a James Bond villain. But that argument is quickly settled by the fact that no James Bond villain has ever been this funny, or indeed, evil. I could go on and on about these characters, but I won't, because if you've never seen the show I wouldn't dare spoil it for you.Now in it's nineteenth season, with the long-awaited feature-length movie about to hit movie screens, I believe The Simpsons has had an incredible run. Its not nearly as funny as it used to be and hence not as popular, and I feel it's substituting very dark undertones where it used to have clever and funny jokes. I don't like this and I think The Show has given us enough laughs for the last 20 years to easily last another 20. I still don't tire of the old shows and there's so many of them the by the time you've sat through them all you've forgotten the first ones. Whether they decide to wrap it up in the next year or so, or if it Rolling Stones approach of going on and on way past its sell-by date, one thing is imminent: The Simpsons will not be forgotten.","9","25 July 2007"
